Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
ISPL - INDUSTRIA SULAMERICANA DE PRODUTOS DE LIMPEZA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
JBS S.A.,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
K M K COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
LATINA AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
LATINA AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
MARCON ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
"MARCON DEVAS - LOGISTICA, TRANS PORTES E ARMAZÉNS GERAIS LTDA",ND,ND,ND,ND,Sub-região 15,maringa,Maringá
MARINGA ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
MEF MARINGÁ EQUIPAMENTOS PARA FIGORÍFICOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
METALTIK INDUSTRIA E COMERCIO DE ACESSORIOS DO VESTUARIO EIRELI EPP,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
MGA LOGÍSTICA E TRANSPORTE LTDA - ME,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NIPPON NUTRI - PRODUTOS ORIENTAIS LTDA ME',ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NOWAX DO BRASIL PETRÓLEO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NS ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NUTREE INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NUTRIMILHO INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NUTRINGA INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NUTRION FOODS INDUSTRIA E COMÉRCIOLTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NUTRITAL IND.COM. E TECNOLOGIA DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
OMCP ENGENHARIA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PALMALI INDUSTRIAL ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PEDREIRA INGÁ INDÚSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PERFIBRAS INDUSTRIA E COMERCIO DE ALUMINIOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PESAR - COMERCIO E ASSISTENCIA TECNICA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PLANT BEM FERTILIZANTES S.A.,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PLASPET RECICLAGENS MARINGA LTDA -,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PLÁSTICOS SIGMA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
POLI NUTRI ALIMENTOS S/A,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
POOLTÉCNICA QUÍMICA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
POSTO HOLLYWOOD LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PREMIUM INDUSTRIA DE BALANCAS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
PREVER SERVICOS POSTUMOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RACALTO BRASIL AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RECALTO BRASIL AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RHALL TERMINAIS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RINALDO FERNANDES METALURGICA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RODONAVES TRANSPORTES E ENCOMENDAS,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RODOVIARIO RAMOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
RODOVIAS INTEGRADAS DO PARANÁ S.A,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
ROMERA PARTICIPAÇÕES E EMPREENDIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
ROSIMEIRE DE SOUZA & SOUZA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
S V M - RECICLAVEIS - EIRELI,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
S.GALL COMÉRCIO E USINAGEM LTDA - ME,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SAMI - INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA - ME,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SEP ENGENHARIA ELETRICA EIRELI,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SM NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SOLABIA BIOTECNOLOGICA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SOLABIÁ DO BRASIL IND E COMÉRCIO DE PRODUTOS BIOLÓGICOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SOMAR INDUSTRIA COMERCIO PLASTICOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SPAIPA S A INDÚSTRIA BRASILEIRA DE BEBIDAS,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SPAL INDUSTRIA BRASILEIRA DE BEBIDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
SPRAYTEC FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
TECPEL INDÚSTRIA METALÚRGICA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
TOLEDO DO BRASIL INDÚSTRIA DE BALANÇAS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
TOMBINI MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
TORNOPEL INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
UNIAO-USINAGEM INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
USINA DE ACUCAR SANTA TEREZINHA LTD A,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
USINA DE ACUCAR SANTA TEREZINHA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
VERTTI TECNOLOGIA DA INFORMACAO LTD,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
"VINICOLOR IND. E COM. DE TINTAS, TEXTURA E GRAFIATO LTDA",ND,ND,ND,ND,Sub-região 15,maringa,Maringá
VOTORANTIM CIMENTOS S.A.,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
WATER LINE INDÚSTRIA QUÍMICA LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
WILFLEX INDUSTRIA E COMERCIO DE ROTULOS E ETIQUETAS LTDA,ND,ND,ND,ND,Sub-região 15,maringa,Maringá
NEOVIA NUTRICAO E SAUDE ANIMAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
APUCARANA LEATHER S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
GFSA INDUSTRIA DE ALIMENTAÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
SANCHES E VECCHIATE LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BAXI FOODS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BONEON ACESSÓRIOS PARA CONFECÇÕES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
INDÚSTRIA TEXTIL APUCARANA LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FRIMEL PRODUTOS FRIGOR MEDIANEIRA L TDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CARAMURU ALIMENTOS S.A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
REINES ALIMENTACAO ANIMAL S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CAFE DAMASCO S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PARAGUACU TEXTIL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
QUÍMICA ALPINA S.A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
COOP MISTA DE TRABALHO RECICLÁVEIS DE APUCARANA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PET PRIME ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PLÁSTICOS MAGNO LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
MOINHO PRIMOR S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
APUCACOUROS INDÚSTRIA E EXPORTAÇÃO DE COUROS S A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
VALE RIO AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
KPS INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
HIDRAFLUX INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
DE HEUS INDUSTRIA E COMERCIO DE NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PRODUTOS QUIMICOS ARION S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
GENOVA INDUSTRIA E COMERCIO DE EPI LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
"CONSTRUTORA, INCORPORADORA, TRANSPORTADORA E CEREAIS JHS LTDA",ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
TERRA NORTE - ENGENHARIA AMBIENTAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FORBIO AGROCIENCIA LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PARANATEX INDUSTRIA TEXTIL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CARAMURU ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CARAMURU ARMAZENS GERAIS DE CEREAIS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
ZAGHI INDUSTRIA E COM DE CONFECCOES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
L M SIMOES E CIA LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
LENIX INDÚSTRIA E COMÉRCIO DE CONFECÇÕES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BIAZZE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
NACIONAL GAS BUTANO DISTRIBUIDORA LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BRAZILIAN PET FOODS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CARAMURU ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
ALIANCA INDUSTRIA QUIMICA LTDA - ME,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
EVIALIS DO BRASIL NUTRIÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
EVIALIS DO BRASIL NUTRIÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
INVIVO NUTRIÇÃO E SAÚDE ANIMAL LTD,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
UNIFRANGO AGROINDUSTRIAL S/A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
FRIGORÍFICO OREGON S/A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
LOUIS DREYFUS COMPANY BRASIL S.A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
DANES - INDUSTRIA E COMERCIO DE RAÇÕES LTDA - ME,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PAULINOR COMERCIAL DE ALIMENTOS LTD A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
SEIKO DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
COTRA CONSTRUTORA E INCORPORADORA EIRELI,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
PRODUTOS QUIMICOS ORION S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
C. BRAZ COMERCIO DE CARNES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S.A.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
KREB & KREB IMPORTAÇÃO DE FRUTAS E LOGÍSTICA LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
DANES - INDUSTRIA E COMERCIO DE RAÇÕES LTDA - ME,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
HIRATA E AMARAL LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
V.N. SOARES & CIA LTDA - ME,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
CROPBIO INDUSTRIA DE FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
BRASFERTIL FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 16,apucarana,Apucarana
AGROQUIMICA COM DE CEREAIS E INSUMOS LTDa,ND,ND,ND,ND,Sub-região 16,borrazopolis,Borrazópolis
R.B.C.L.-RENOVADORA DE BATERIAS CALIFORNIA LTDA - EPP,ND,ND,ND,ND,Sub-região 16,california,Califórnia
PARANA LATEX INDUSTRIA E COMERCIO DE ARTEFATOS DE LATEX LTDA,ND,ND,ND,ND,Sub-região 16,california,Califórnia
FRIGORIFICO FRIGOMENDES LTDA,ND,ND,ND,ND,Sub-região 16,california,Califórnia
C F N COM DE PROD ALIM E REV DE GAS LTDA,ND,ND,ND,ND,Sub-região 16,california,Califórnia
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,cruzmaltina,Cruzmaltina
COCARI - COOPERATIVA AGRO PECUÁRIA E INDUSTRIAL,ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
SAUBER QUIMICA - IND E COM DE PRODUTOS DE LIMPEZA LTDA - ME,ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
"BUSSADORI, GARCIA & CIA LTDA",ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
FABIO ANDRE LEONCO,ND,ND,ND,ND,Sub-região 22,faxinal,Faxinal
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
CIAMAQUINAS OFFCCE LTDA,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
VENDRAMETTO E FILHOS LTDA,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
FRIGOCENTER IND. E COM. DE CARNES LTDA - ME,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
CIA MAQUINAS COM DE MOVEIS LTDA,ND,ND,ND,ND,Sub-região 22,ivaipora,Ivaiporã
PORTO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Desconhecida,jardim alegre,Jardim Alegre
C VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,jardim alegre,Jardim Alegre
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,jardim alegre,Jardim Alegre
DANIELA CRISTINA FERNANDES ME,ND,ND,ND,ND,Desconhecida,kalore,Kaloré
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,marilandia do sul,Marilândia do Sul
GERMINA PRODUÇÃO E COMERCIO DE SEMENTES S/A.,ND,ND,ND,ND,Desconhecida,marilandia do sul,Marilândia do Sul
DISTRIMAIS INDUSTRIA E COMERCIO EIRELI,ND,ND,ND,ND,Sub-região 16,marumbi,Marumbi
M. S. COLHEITAS E SERVIÇOS LTDA,ND,ND,ND,ND,Sub-região 16,marumbi,Marumbi
S L CEREAIS E ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
SEMENTES MAUA LTDA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
SEMENTES PARANA LTDA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
CARVOARIA ECOGRILL LTDA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
ADRAM S A INDUSTRIA COMERCIO,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
R LOEFFLER E CIA LTDA - EPP,ND,ND,ND,ND,Desconhecida,maua da serra,Mauá da Serra
NEW FORCE INDUSTRIA E COMERCIO DE ACUMULADORES LTDA,ND,ND,ND,ND,Desconhecida,novo itacolomi,Novo Itacolomi
R. E. A. MINERAÇÃO LTDA,ND,ND,ND,ND,Desconhecida,novo itacolomi,Novo Itacolomi
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,sao joao do ivai,São João do Ivaí
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,sao joao do ivai,São João do Ivaí
MAIS FISH - FRIGORIFICO DE PEIXES LTDA,ND,ND,ND,ND,Desconhecida,sao joao do ivai,São João do Ivaí
RENUKA VALE DO IVAI S/A,ND,ND,ND,ND,Desconhecida,sao pedro do ivai,São Pedro do Ivaí
ALLTECH DO BRASIL AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,sao pedro do ivai,São Pedro do Ivaí
BIOTECNOLOGIA DO PARANA S/A,ND,ND,ND,ND,Desconhecida,sao pedro do ivai,São Pedro do Ivaí
BIOVALE COMÉRCIO DE LEVEDURAS LTDA,ND,ND,ND,ND,Desconhecida,sao pedro do ivai,São Pedro do Ivaí
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,altamira do parana,Altamira do Paraná
A J RORATO E CIA LTDA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
PINDUCA INDÚSTRIA ALIMENTICIA LTDA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
COFAMA INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
J C PARRO & CIA LTDA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
JC PARRO & CIA LTDA,ND,ND,ND,ND,Sub-região 11,araruna,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,barbosa ferraz,Barbosa Ferraz
A M DA FONSECA & FONSECA LTDA,ND,ND,ND,ND,Desconhecida,barbosa ferraz,Barbosa Ferraz
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,boa esperanca,Boa Esperança
AGRICOLA SANTA HELENA LTDA,ND,ND,ND,ND,Desconhecida,campina da lagoa,Campina da Lagoa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,campina da lagoa,Campina da Lagoa
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campina da lagoa,Campina da Lagoa
BILETSKI & PAVESI LTDA,ND,ND,ND,ND,Desconhecida,campina da lagoa,Campina da Lagoa
W E DE OLIVEIRA & CIA LTDA - ME,ND,ND,ND,ND,Desconhecida,campina da lagoa,Campina da Lagoa
VIVAX - INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
VISIUM BIOSSEGURANCA LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
B.S. INDUSTRIA E COMERCIO DE CEREAIS E SEUS DERIVADOS LTDA.,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
AGROPECUARIA AGUA AZUL,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
G. A. PAZINI & CIA LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
VRI - INDUSTRIA ELETRONICA LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
ASSOCIAÇÃO DOS DISTRIB. DE INSUMOS TECNOLOGIA AGROPECUÁRIA-ADITA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
AGROPECUARIA IPE LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
CASALI & CIA LTDA - ME,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
PEDREIRA ITAIPU INDUSTRIA E COMERCIO DE BRITAS E ASFALTO LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
PRO SOLUS DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
MACEDO AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
BRASPRESS TRANSPORTES URGENTES LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
CAMPUS MORAO CONSTRUCAO LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
FRIGORÍFICO CRISTAL LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
AION INDUSTRIA E COMERCIO DE CONFECÇÕES LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
MOINHO DE TRIGO MERCOSUL - EIRELI,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
VIPTECH DESENVOLVIMENTO DE PROGRAMAS LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
J MACEDO S/A,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
WENCESLAU E CIA LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
EMBALAGENS CAMPOPLASTIC LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
ANAP DISTRIBUIDORA LTDA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Desconhecida,campo mourao,Campo Mourão
