Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade_normalizada,Cidade
IFESP - INDUSTRIA DE FERRAMENTAS ESPECIAIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IGASA SA INDUSTRIA E COMERCIO DE AUTO PEÇAS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IGUACU CELULOSE PAPEL S.A,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IGUAÇU CELULOSE PAPEL S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IGUACU EMBALAGENS INDUSTRIAIS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IGUATEMI REFEICOES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IKEA PURCHASING SERVICOS COMERCIAIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IKF SERVIÇOS E FERRAMENTAS DO BRASI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IKF SERVICOS E FERRAMENTAS DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
ILUMINI DO BRASIL MATERIAIS ELETRICOS E HIDRÁULICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ILUMIX COMERCIO DE PAINEIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMAGINARTE PROD ART FOTO E FILMAGEM LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMAH - INDÚSTRIA DE MÁQUINAS EIREL,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
"IMCOPA - IMPORTACAO, EXPORTACAO E INDUSTRIA DE OLEOS S.A.",ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IMCOPA IMPORTACAO EXP IND OLEOS LTD A,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IMEPLA INDÚSTRIA MECÂNICA E DE PLÁSTICOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
IMPACTO SUL MATERIAIS DE CONSTRUÇÃO LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IMPERMOL SOLUCOES INDUSTRIAIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPEXTRACO LATIN AMERICA COM E IND,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPORTADORA FRUTAS LA VIOLETERA LTD A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPORTADORA FRUTAS LA VIOLETERA LTD A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPRA INDUSTRIA GRAFICA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IMPRESS DECOR BRASIL - INDÚSTRIA DE PAPÉIS DECORATIVOS LTDA.,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IMPRESSAO E CIA SUPRIMENTOS DE INFORMATI LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPRESSORA PARANAENSE S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IMPROCROP DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IMPROPEL INDUSTRIA DE PRODUTOS DA PECUARIA LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
IN VITRO COMÉRCIO DE ARTIGOS PARA DECORAÇÃO LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
INBRAS IND NACION PROD BORRAC PNEUM S A,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
INCAPACK INDUSTRIA EMBALAGENS PLAST LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INCEPA REVESTIMENTOS CERAMICOS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INCEPA REVESTIMENTOS CERAMICOS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INCOMAP INDUSTRIA E COMÉRCIO DE MÁQUINAS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IND E COM DE PARAFUSOS SÃO JOSE,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IND GRAFICA PIRAMIDE LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IND PECUARIA SAO JOSE LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
INDRA ESTEIO SISTEMAS S/A - IESSA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUGRAFFO EMBALAGENS FARMACÊU TICAS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
INDUMEC INDUSTRIA MECANICA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTAMP-INDUSTRIAL DE ESTAMPADOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTOP - ALIMENTOS LTDA,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
INDUSTRIA BRASILEIRA DE LAPIS S A,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
INDUSTRIA COM METAIS NICOLINI LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INDÚSTRIA DE CAL RIO GRANDE LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
INDUSTRIA DE MAQUINAS PARA PANIFICA PROGRESSO LTDA - EPP,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INDÚSTRIA DE POSTES INDAPAR LTDA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
INDUSTRIA DE TIJOLOS COSMOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDÚSTRIA E COM DALLEGRAVE S/A MADEIRAS E PAPEL,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
INDÚSTRIA E COMÉRCIO DE ARTEFATOS DE CIMENTO LIDER LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
INDUSTRIA E COMERCIO DE CARNES BELVEDERE LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INDUSTRIA E COMERCIO DE CARNES FRIGOSANTOS LTDA,ND,ND,ND,ND,Desconhecida,campo magro,Campo Magro
INDÚSTRIA E COMÉRCIO DE CERÂMICA TIROLESA LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INDUSTRIA E COMERCIO DE PERFUMES JULI BURK LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
INDUSTRIA E COMERCIO TOJOQUIM LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTRIA E METALURGICA HACK - EIRELI,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INDÚSTRIA METALÚRGICA BARCHEKY LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTRIA METALURGICA PASTRE LTDA,ND,ND,ND,ND,Desconhecida,quatro barras,Quatro Barras
INDUSTRIA PARANAENSE DE ESTRUTURAS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTRIA TEXTIL APUCARANA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTRIAS DE CAL SAN FRANCISCO LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
INDUSTRIAS QUIMICAS MELYANE S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INDUSTRIAS TODESCHINI S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INFORMÁTICA INFORMATOS & AUTOMAÇÃO COMERCIAL LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INFORMOBILE INDUSTRIA E COMERCIO DE MOVEIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INFRATEL INFRAEST TELECOMUNICACOES LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
"INGERSOLL-RAND IND,COM E SERV DE AR COND ICIONADO, AR COMPRIMIDO E REF",ND,ND,ND,ND,Desconhecida,araucaria,Araucária
INGRAX INDÚSTRIA E COMÉRCIO DE GRAXAS S A,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INGREDION BRASIL INGREDIENTES INDUSTRIAIS LTDA,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
INJETEL IND E COM DE COMPONENTES PLÁSTICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INKAFARMA COMERCIO FARMACEUTICO S A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INOVA AMBIENTAL TRANSPORTES DE RESIDUOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INOVAMAX TELEINFORMATICA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INOVART - COMERCIO DE EQUIPAMENTOS EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INOXIDAL INDÚSTRIA & COMÉRCIO DE PRODUTOS METALÚRGICOS LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INPREART INDUSTRIA DE PRE-MOLDADOS E ARTEFATOS DE CONCRETO LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
INQUIBRA INDUSTRIA QUIMICA DO BRASI L LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
INSPECAMPO - INSPEÇÃO DE SEGURANÇA VEICULAR DE CAMPO LARGO LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INST SEC DAS IRMAS DE MARIA DE SCHOENSTATT PROVINCIA SCHOENSTATT-T,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTALAFRIO REFRIGERACAO LTDA. - EPP,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
INSTITUICAO ADVENTISTA SUL BRASILEIRA DE SAUDE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUICAO ADVENTISTA SUL BRASILEIRA DE SAUDE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO DE BIOLOGIA MOLECULAR DO PARANA - IBMP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO DE SAUDE DO PARANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO DE TECNOLOGIA DO PARANA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
INSTITUTO DE TECNOLOGIA DO PARANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO HALSTED LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO HIPE LAB,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO LATINO AMERICANO DE PESQ. E ENSINO ODONT. ILAPEO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO NACIONAL DE PROCESSAMENTO DE EMBALAGENS VAZIAS - INPEV,ND,ND,ND,ND,Desconhecida,contenda,Contenda
INSTITUTO PASQUINI DE HEMOTERAPIA E HEMATOLOGIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO PESOS E MEDIDAS ESTADO PA RANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTITUTO PRESBITERIANO MACKENZIE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSTRUMENTAL SOLUÇÕES METROLOGICAS LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INSVMETROINSPEÇÃO DE SEGURANÇA VEICULAR METROPOLITANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTECSO - SOLUCOES E INOVACOES EM AGRONEGOCIOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTERALLI NORTE TERMINAIS LOGISTICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTERBELLE COMÉRCIO DE PRODUTOS DE BELEZA LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTERCEMENT BRASIL S/A - EM RECUPERACAO JUDICIAL,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INTERPRINT DO BRASIL INDUSTRIA DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
INTERPRINT DO BRASIL INDUSTRIA DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
INTERSEPT - COMERCIO E INSTALACAO DE SISTEMAS DE SEGURANCA ELETRONICA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
INVESTALIMENTOS S.A,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
INVESTIMÓVEIS EMPREENDIMENTOS S. A,ND,ND,ND,ND,Desconhecida,rio branco do sul,Rio Branco do Sul
INVESTIMOVEIS EMPREENDIMENTOS S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IOLE MOTTIN SUPERMERCADO LTDA,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
IOTO INTERNATIONAL INDUSTRIA E COM DE PRODUTOS AROMATICOS LTDA,ND,ND,ND,ND,Desconhecida,campo magro,Campo Magro
IP COMERCIO EXTERIOR LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IPIRANGA PRODUTOS DE PETROLEO S.A,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IRENE ZUCHELLI,ND,ND,ND,ND,Desconhecida,lapa,Lapa
IRF MEDICAMENTOS LTDA,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
IRINEU BORGES ANHAYA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE CURITIBA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMANDANDE EVANGELICA BETANIA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
IRMÃOS ASSIS SUPERMERCADOS LTDA,ND,ND,ND,ND,Desconhecida,pien,Piên
IRMAOS HERMES LTDA - EPP,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS HOLLVEG LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS MANSOUR RESTAURANTE LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MOTTIN LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
IRMÃOS MUFFATO COMPANHIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO E CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO E CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMÃOS MUFFATO E COMPANHIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS MUFFATO S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRMAOS RODRIGUES E PASTRE ATACADO E VAREJO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRON MOUNTAIN DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IRRIGABRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
IS INDÚSTRIA METALÚRGICA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
ISABELLE VIANNA TRAVISAN,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ISMAEL BENEDIKT DE OLIVEIRA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ISMAEL STABENOW,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
ISOESTE SUL INDUSTRIA COMERCIO DE CONSTRUTIVOS ISOTERMICOS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
ISOGAMA INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
ISRAEL PERES GONCALVES,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ISRAEL SIMAS DOS SANTOS,ND,ND,ND,ND,Desconhecida,piraquara,Piraquara
ISRINGHAUSEN INDUSTRIAL LTDA.,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
ISWARA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITAETE MOVIMENTAÇÃO LOGISTICA LTDA,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
ITAIPU BINACIONAL,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
"ITALBOTAS - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITALO BENVENUTI CAPRARO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITALO RICARDO SESTARI SASSO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITAUTEC PHILCO SA - GRUPO ITAUTEC P HILCO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITHIBAN COMERCIO DE COMBUSTIVEIS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
ITW FEG DO BRASIL INDÚSTRIA E COMÉR LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IUMAR PEREIRA CARMO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IVACIR DA SILVA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IVANI MARIA PEREIRA SCHADE,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IVENS TORRES RIBEIRO,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
IVO DORBERTH JUNIOR,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
IZAEL MORAES DE OLIVEIRA,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
J B EQUIPAMENTOS LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J L FERREIRA DA ROCHA & CIA LTDA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
J M S INDUSTRIA E COMERCIO - EIRELI,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
J MARLUCELLI CONSTRUTORA DE OBRAS S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J MIARA COMÉRCIO DE PÃES E DOCES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J P MOCELIM INDUSTRIA DE CALCARIO LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
J R SCHIOCHTT & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J&T EXPRESS BRAZIL LTDA.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J. ARAUJO & CIA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J. CORDEIRO DE FRANÇA MINIMERCADO EIRELI - ME,ND,ND,ND,ND,Desconhecida,cerro azul,Cerro Azul
J. FERRO & CIA LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J. PROLAB INDUSTRIA E COMERCIO DE PRODUTOS PARA LABORATORIO LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
J.BERTUCCI & BERTUCCI LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J.D ASSIS COMÉRCIO DE ELETRÔNICOS LTDA ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
J.SILVA & S.SILVA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JABOTI MIX CONCRETO E ARGAMASSA LTDA,ND,ND,ND,ND,Desconhecida,lapa,Lapa
JACINTA UHLMANN,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JACOBINA RESTAURANTE LTDA ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JACOMAR SUPERMERCADOS,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JAGUAFRANGOS IND E COM DE ALIM LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JAIME ATANASIO MARTINI SAN MARTIN,ND,ND,ND,ND,Desconhecida,araucaria,Araucária
JAIR MATUCHASKI,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
JAIRO - FERTIL AGRO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JAIRO MARCOS DO NASCIMENTO SANTOS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JAIRO OBLADEN ME,ND,ND,ND,ND,Desconhecida,cerro azul,Cerro Azul
JALL CARDS CARTOES E SERVIÇOS LTDA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JAMEF TRANSPORTES EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JANDER CAUVILLA COUTINHO 03455468900,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JANDIR SCUZZIATO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JANDIRA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JANE MARIA INOCENCIO PECCININ,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Desconhecida,campina grande do sul,Campina Grande do Sul
JAZIDAS AUGUSTYN LTDA - ME,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
JBS S.A.,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JBS S/A,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JE INDUSTRIA E COMERCIO DE PLASTICOS LTDA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
JEA SUL INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JEANE FATIMA DE DEUS BUENO CASA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JEANNE PIEGEL,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JEANNE PIEGEL ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JEASTEEC INFORMATICA LTDA - ME,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JEFERSON PUPPI WANDERLEY,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JEFERSON SOUZA FONSECA RIBAS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JENNIFER GOMES DE CAMPOS,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JERIEL MIRANDA BATISTA,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
JETOTEC SOLUCOES COMERCIAIS LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JIB GUINDASTES LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JJB INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIO S/A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JK MANUTENCAO INDUSTRIAL EIRELI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOÃO BATISTA CHIARELLO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOÃO CELITO MIQUELASSO QUILO - ME,ND,ND,ND,ND,Desconhecida,balsa nova,Balsa Nova
JOÃO DA SILVA RIBEIRO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOÃO DOMINGOS SALVADOR,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOÃO FRANCISCO FERREIRA TRANSPORTES,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JOÃO GOMES DE OLIVEIRA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JOAO OBLADEN - ME,ND,ND,ND,ND,Desconhecida,cerro azul,Cerro Azul
JOÃO RICARDO BROTTO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOÃO VALDECI SANTANA DE DEUS,ND,ND,ND,ND,Desconhecida,almirante tamandare,Almirante Tamandaré
JOCELIA TEREZINHA SANTOS MANOSSO,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOCKEY CLUB PARANA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOEL SERAFIM GONCALVES,ND,ND,ND,ND,Desconhecida,rio branco do sul,Rio Branco do Sul
JOGO RAPIDO USINAGEM DE PEÇAS LTDA ME,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JOHNNY CAMPOS DA SILVA,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JOHNSON & JOHNSON DO BRASIL IND E COMERCIO DE PRODUTOS PARA SAUDE LTD,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOHNSON CONTROLS BE DO BRASIL LTDA,ND,ND,ND,ND,Desconhecida,pinhais,Pinhais
JOINT BILL REPRESENTACOES COMERCIAI S LTDA,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JONAS C CORDEIRO & CIA LTDA,ND,ND,ND,ND,Desconhecida,sao jose dos pinhais,São José dos Pinhais
JONAS ROBERTO PEDROSA,ND,ND,ND,ND,Desconhecida,fazenda rio grande,Fazenda Rio Grande
JONE FAGUNDES QUEIROZ,ND,ND,ND,ND,Desconhecida,colombo,Colombo
JORGE JOÃO EVALDT PIROLLI,ND,ND,ND,ND,Desconhecida,curitiba,Curitiba
JOSAPAR JOAQUIM OLIVEIRA S A PARTICIPAÇÕES,ND,ND,ND,ND,Desconhecida,campo largo,Campo Largo
